0.000000,0.000000,0.000000,0.000000,-0.001920,-0.005887,2.534958,1643969058.500535
-0.000841,-0.000872,0.000039,1.000000,-0.001679,-0.005860,2.534342,1643969058.600686
0.000914,-0.005024,-0.000031,2.000000,-0.001861,-0.006083,2.534806,1643969058.700881
0.003217,-0.003976,-0.000990,3.000000,-0.001902,-0.006169,2.534795,1643969058.800850
0.000381,-0.001298,-0.001166,4.000000,-0.001790,-0.005757,2.534653,1643969058.901250
0.001821,-0.003342,-0.000203,5.000000,-0.001853,-0.006054,2.534785,1643969059.001022
0.002297,-0.003665,-0.000001,6.000000,-0.001791,-0.006068,2.534697,1643969059.101060
0.000397,-0.003762,0.000655,7.000000,-0.001774,-0.006114,2.534467,1643969059.207276
0.000482,-0.003784,-0.000144,8.000000,-0.001699,-0.005900,2.534623,1643969059.301368
-0.000054,-0.003066,-0.000267,9.000000,-0.001865,-0.005972,2.534615,1643969059.401488
-0.001277,-0.004447,0.000172,10.000000,-0.002028,-0.006100,2.534645,1643969059.501844
-0.000167,-0.003949,-0.000353,11.000000,-0.001889,-0.006087,2.534416,1643969059.601628
0.001228,-0.005856,-0.000202,12.000000,-0.001882,-0.006014,2.534621,1643969059.702042
-0.002029,-0.001571,0.000103,13.000000,-0.001864,-0.005946,2.534521,1643969059.801874
-0.000426,-0.005178,-0.000049,14.000000,-0.001647,-0.006012,2.534580,1643969059.901934
0.002472,-0.002273,0.000903,15.000000,-0.001738,-0.006063,2.534077,1643969060.001998
0.000936,-0.003990,-0.000100,16.000000,-0.001815,-0.006131,2.534156,1643969060.102002
0.001930,-0.005705,0.000766,17.000000,-0.001632,-0.005998,2.534189,1643969060.202132
0.000563,-0.002388,-0.000190,18.000000,-0.001842,-0.005971,2.534213,1643969060.302212
0.001700,-0.003402,0.000621,19.000000,-0.001670,-0.006112,2.534458,1643969060.402212
0.003495,-0.002977,-0.000413,20.000000,-0.001863,-0.006071,2.534271,1643969060.502385
0.002624,-0.002580,-0.000256,21.000000,-0.001804,-0.006003,2.534432,1643969060.602427
0.002738,-0.002362,-0.000082,22.000000,-0.001677,-0.005956,2.534103,1643969060.702813
-0.000375,-0.001320,-0.001007,23.000000,-0.002088,-0.005930,2.534328,1643969060.802652
-0.000284,-0.000504,0.000021,24.000000,-0.001991,-0.006184,2.534303,1643969060.902754
